occurrence_no,specimen_no,identified_name_x,identified_rank,accepted_name,accepted_rank,early_interval,late_interval,max_ma,min_ma,phylum,class,order,family,genus,longitude,latitude,Country,state,county,paleoage,paleolng,paleolat,paleolng2,paleolat2,paleolng3,paleolat3,formation,stratscale,lithology1,lithology2,environment,assembl_comps,pres_mode,preservation_quality,fragmentation,taxon_environment,motility,life_habit,vision,diet,reproduction,composition,specimen_id,is_type,specimen_part,n_measurements,identified_name_y,measurement_type,average
711596,83951.0,n. gen. Aardonyx n. sp. celestae,species,Aardonyx celestae,species,Hettangian,Sinemurian,201.4,192.9,Chordata,Saurischia,Sauropodiformes,Sauropodidae,Aardonyx,27.824444,-28.466389,ZA,Free State,Senekal,mid,16.07,-42.64,-0.23,-42.15,-3.29,-51.54,Elliot,bed,mudstone,sandstone,"""channel""","macrofossils,mesofossils",body,,occasional,terrestrial,actively mobile,,,,,phosphatic,BP/1/6316,paratype,fibula,1.0,Aardonyx celestae,width,36.0
1063632,83952.0,n. gen. Chromogisaurus n. sp. novasi,species,Chromogisaurus novasi,species,Carnian,,237.0,227.0,Chordata,Saurischia,Sauropodiformes,Saturnaliidae,Chromogisaurus,-67.90126,-30.116928,AR,San Juan,,mid,-26.41,-36.29,-35.16,-46.33,,,Ischigualasto,group of beds,mudstone,mudstone,terrestrial indet.,macrofossils,body,poor,,terrestrial,actively mobile,,,,,phosphatic,PVSJ 845,holotype,ulna,1.0,Chromogisaurus novasi,width,11.8
1063632,83953.0,n. gen. Chromogisaurus n. sp. novasi,species,Chromogisaurus novasi,species,Carnian,,237.0,227.0,Chordata,Saurischia,Sauropodiformes,Saturnaliidae,Chromogisaurus,-67.90126,-30.116928,AR,San Juan,,mid,-26.41,-36.29,-35.16,-46.33,,,Ischigualasto,group of beds,mudstone,mudstone,terrestrial indet.,macrofossils,body,poor,,terrestrial,actively mobile,,,,,phosphatic,PVSJ 845,holotype,tibia,1.0,Chromogisaurus novasi,length,175.0
296444,83954.0,n. gen. Dystrophaeus n. sp. viaemalae,species,Dystrophaeus viaemalae,species,Late Oxfordian,,157.9,154.8,Chordata,Saurischia,Sauropod,Dystrophaeidae,Dystrophaeus,-109.319168,38.122501,US,Utah,San Juan,mid,-41.66,25.87,-59.48,33.4,-44.07,29.32,Morrison,bed,sandstone,sandstone,crevasse splay,macrofossils,body,,,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,USNM 2364,holotype,scapula,1.0,Dystrophaeus viaemalae,length,680.0
296444,83955.0,n. gen. Dystrophaeus n. sp. viaemalae,species,Dystrophaeus viaemalae,species,Late Oxfordian,,157.9,154.8,Chordata,Saurischia,Sauropod,Dystrophaeidae,Dystrophaeus,-109.319168,38.122501,US,Utah,San Juan,mid,-41.66,25.87,-59.48,33.4,-44.07,29.32,Morrison,bed,sandstone,sandstone,crevasse splay,macrofossils,body,,,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,USNM 2364,holotype,? ulna,1.0,Dystrophaeus viaemalae,diameter,150.0
487267,83956.0,n. gen. Isanosaurus n. sp. attavipachi,species,Isanosaurus attavipachi,species,Pliensbachian,Toarcian,192.9,174.7,Chordata,Saurischia,Sauropodiformes,Isanosauridae,Isanosaurus,101.983299,16.3333,TH,Chaiyaphum,,mid,124.51,21.24,109.81,18.64,122.7,29.9,Nam Phong,bed,sandstone,sandstone,fluvial indet.,macrofossils,body,medium,frequent,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,CH4-1,holotype,femur,1.0,Isanosaurus attavipachi,length,760.0
637751,83957.0,n. gen. Lamplughsaura n. sp. dharmaramensis,species,Lamplughsaura dharmaramensis,species,Hettangian,Sinemurian,201.4,192.9,Chordata,Saurischia,Sauropodiformes,Lamplughsauridae,Lamplughsaura,79.533333,19.25,IN,Andhra Pradesh,Adilabad,mid,47.22,-25.93,34.19,-28.11,43.78,-38.29,Upper Dharmaram,bed,mudstone,mudstone,terrestrial indet.,macrofossils,body,medium,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,ISI R257/36,holotype,scapula,1.0,Lamplughsaura dharmaramensis,width,70.0
637751,83957.0,n. gen. Lamplughsaura n. sp. dharmaramensis,species,Lamplughsaura dharmaramensis,species,Hettangian,Sinemurian,201.4,192.9,Chordata,Saurischia,Sauropodiformes,Lamplughsauridae,Lamplughsaura,79.533333,19.25,IN,Andhra Pradesh,Adilabad,mid,47.22,-25.93,34.19,-28.11,43.78,-38.29,Upper Dharmaram,bed,mudstone,mudstone,terrestrial indet.,macrofossils,body,medium,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,ISI R257/36,holotype,scapula,1.0,Lamplughsaura dharmaramensis,length,540.0
637751,83958.0,n. gen. Lamplughsaura n. sp. dharmaramensis,species,Lamplughsaura dharmaramensis,species,Hettangian,Sinemurian,201.4,192.9,Chordata,Saurischia,Sauropodiformes,Lamplughsauridae,Lamplughsaura,79.533333,19.25,IN,Andhra Pradesh,Adilabad,mid,47.22,-25.93,34.19,-28.11,43.78,-38.29,Upper Dharmaram,bed,mudstone,mudstone,terrestrial indet.,macrofossils,body,medium,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,ISI R257/37,holotype,scapula,1.0,Lamplughsaura dharmaramensis,width,70.0
637751,83958.0,n. gen. Lamplughsaura n. sp. dharmaramensis,species,Lamplughsaura dharmaramensis,species,Hettangian,Sinemurian,201.4,192.9,Chordata,Saurischia,Sauropodiformes,Lamplughsauridae,Lamplughsaura,79.533333,19.25,IN,Andhra Pradesh,Adilabad,mid,47.22,-25.93,34.19,-28.11,43.78,-38.29,Upper Dharmaram,bed,mudstone,mudstone,terrestrial indet.,macrofossils,body,medium,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,ISI R257/37,holotype,scapula,1.0,Lamplughsaura dharmaramensis,length,542.0
637751,83959.0,n. gen. Lamplughsaura n. sp. dharmaramensis,species,Lamplughsaura dharmaramensis,species,Hettangian,Sinemurian,201.4,192.9,Chordata,Saurischia,Sauropodiformes,Lamplughsauridae,Lamplughsaura,79.533333,19.25,IN,Andhra Pradesh,Adilabad,mid,47.22,-25.93,34.19,-28.11,43.78,-38.29,Upper Dharmaram,bed,mudstone,mudstone,terrestrial indet.,macrofossils,body,medium,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,ISI R257/39,holotype,humerus,1.0,Lamplughsaura dharmaramensis,width,60.0
637751,83959.0,n. gen. Lamplughsaura n. sp. dharmaramensis,species,Lamplughsaura dharmaramensis,species,Hettangian,Sinemurian,201.4,192.9,Chordata,Saurischia,Sauropodiformes,Lamplughsauridae,Lamplughsaura,79.533333,19.25,IN,Andhra Pradesh,Adilabad,mid,47.22,-25.93,34.19,-28.11,43.78,-38.29,Upper Dharmaram,bed,mudstone,mudstone,terrestrial indet.,macrofossils,body,medium,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,ISI R257/39,holotype,humerus,1.0,Lamplughsaura dharmaramensis,length,535.0
637751,83960.0,n. gen. Lamplughsaura n. sp. dharmaramensis,species,Lamplughsaura dharmaramensis,species,Hettangian,Sinemurian,201.4,192.9,Chordata,Saurischia,Sauropodiformes,Lamplughsauridae,Lamplughsaura,79.533333,19.25,IN,Andhra Pradesh,Adilabad,mid,47.22,-25.93,34.19,-28.11,43.78,-38.29,Upper Dharmaram,bed,mudstone,mudstone,terrestrial indet.,macrofossils,body,medium,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,ISI R257/41,holotype,ulna,1.0,Lamplughsaura dharmaramensis,width,45.0
637751,83960.0,n. gen. Lamplughsaura n. sp. dharmaramensis,species,Lamplughsaura dharmaramensis,species,Hettangian,Sinemurian,201.4,192.9,Chordata,Saurischia,Sauropodiformes,Lamplughsauridae,Lamplughsaura,79.533333,19.25,IN,Andhra Pradesh,Adilabad,mid,47.22,-25.93,34.19,-28.11,43.78,-38.29,Upper Dharmaram,bed,mudstone,mudstone,terrestrial indet.,macrofossils,body,medium,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,ISI R257/41,holotype,ulna,1.0,Lamplughsaura dharmaramensis,length,360.0
637751,83961.0,n. gen. Lamplughsaura n. sp. dharmaramensis,species,Lamplughsaura dharmaramensis,species,Hettangian,Sinemurian,201.4,192.9,Chordata,Saurischia,Sauropodiformes,Lamplughsauridae,Lamplughsaura,79.533333,19.25,IN,Andhra Pradesh,Adilabad,mid,47.22,-25.93,34.19,-28.11,43.78,-38.29,Upper Dharmaram,bed,mudstone,mudstone,terrestrial indet.,macrofossils,body,medium,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,ISI R257/44,holotype,femur,1.0,Lamplughsaura dharmaramensis,width,80.0
637751,83961.0,n. gen. Lamplughsaura n. sp. dharmaramensis,species,Lamplughsaura dharmaramensis,species,Hettangian,Sinemurian,201.4,192.9,Chordata,Saurischia,Sauropodiformes,Lamplughsauridae,Lamplughsaura,79.533333,19.25,IN,Andhra Pradesh,Adilabad,mid,47.22,-25.93,34.19,-28.11,43.78,-38.29,Upper Dharmaram,bed,mudstone,mudstone,terrestrial indet.,macrofossils,body,medium,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,ISI R257/44,holotype,femur,1.0,Lamplughsaura dharmaramensis,length,630.0
637751,83962.0,n. gen. Lamplughsaura n. sp. dharmaramensis,species,Lamplughsaura dharmaramensis,species,Hettangian,Sinemurian,201.4,192.9,Chordata,Saurischia,Sauropodiformes,Lamplughsauridae,Lamplughsaura,79.533333,19.25,IN,Andhra Pradesh,Adilabad,mid,47.22,-25.93,34.19,-28.11,43.78,-38.29,Upper Dharmaram,bed,mudstone,mudstone,terrestrial indet.,macrofossils,body,medium,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,ISI R257/46,holotype,tibia,1.0,Lamplughsaura dharmaramensis,width,80.0
637751,83962.0,n. gen. Lamplughsaura n. sp. dharmaramensis,species,Lamplughsaura dharmaramensis,species,Hettangian,Sinemurian,201.4,192.9,Chordata,Saurischia,Sauropodiformes,Lamplughsauridae,Lamplughsaura,79.533333,19.25,IN,Andhra Pradesh,Adilabad,mid,47.22,-25.93,34.19,-28.11,43.78,-38.29,Upper Dharmaram,bed,mudstone,mudstone,terrestrial indet.,macrofossils,body,medium,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,ISI R257/46,holotype,tibia,1.0,Lamplughsaura dharmaramensis,length,525.0
637751,83963.0,n. gen. Lamplughsaura n. sp. dharmaramensis,species,Lamplughsaura dharmaramensis,species,Hettangian,Sinemurian,201.4,192.9,Chordata,Saurischia,Sauropodiformes,Lamplughsauridae,Lamplughsaura,79.533333,19.25,IN,Andhra Pradesh,Adilabad,mid,47.22,-25.93,34.19,-28.11,43.78,-38.29,Upper Dharmaram,bed,mudstone,mudstone,terrestrial indet.,macrofossils,body,medium,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,ISI R257/47,holotype,fibula,1.0,Lamplughsaura dharmaramensis,width,51.0
637751,83963.0,n. gen. Lamplughsaura n. sp. dharmaramensis,species,Lamplughsaura dharmaramensis,species,Hettangian,Sinemurian,201.4,192.9,Chordata,Saurischia,Sauropodiformes,Lamplughsauridae,Lamplughsaura,79.533333,19.25,IN,Andhra Pradesh,Adilabad,mid,47.22,-25.93,34.19,-28.11,43.78,-38.29,Upper Dharmaram,bed,mudstone,mudstone,terrestrial indet.,macrofossils,body,medium,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,ISI R257/47,holotype,fibula,1.0,Lamplughsaura dharmaramensis,length,490.0
706065,83965.0,Lamplughsaura dharmaramensis,species,Lamplughsaura dharmaramensis,species,Hettangian,Sinemurian,201.4,192.9,Chordata,Saurischia,Sauropodiformes,Lamplughsauridae,Lamplughsaura,79.533333,19.25,IN,Andhra Pradesh,Adilabad,mid,47.22,-25.93,34.19,-28.11,43.78,-38.29,Upper Dharmaram,bed,mudstone,mudstone,terrestrial indet.,macrofossils,body,medium,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,ISI R261/1,paratype,humerus,1.0,Lamplughsaura dharmaramensis,width,50.0
706065,83965.0,Lamplughsaura dharmaramensis,species,Lamplughsaura dharmaramensis,species,Hettangian,Sinemurian,201.4,192.9,Chordata,Saurischia,Sauropodiformes,Lamplughsauridae,Lamplughsaura,79.533333,19.25,IN,Andhra Pradesh,Adilabad,mid,47.22,-25.93,34.19,-28.11,43.78,-38.29,Upper Dharmaram,bed,mudstone,mudstone,terrestrial indet.,macrofossils,body,medium,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,ISI R261/1,paratype,humerus,1.0,Lamplughsaura dharmaramensis,length,410.0
706065,83966.0,Lamplughsaura dharmaramensis,species,Lamplughsaura dharmaramensis,species,Hettangian,Sinemurian,201.4,192.9,Chordata,Saurischia,Sauropodiformes,Lamplughsauridae,Lamplughsaura,79.533333,19.25,IN,Andhra Pradesh,Adilabad,mid,47.22,-25.93,34.19,-28.11,43.78,-38.29,Upper Dharmaram,bed,mudstone,mudstone,terrestrial indet.,macrofossils,body,medium,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,ISI R261/3,paratype,radius,1.0,Lamplughsaura dharmaramensis,width,35.0
706065,83966.0,Lamplughsaura dharmaramensis,species,Lamplughsaura dharmaramensis,species,Hettangian,Sinemurian,201.4,192.9,Chordata,Saurischia,Sauropodiformes,Lamplughsauridae,Lamplughsaura,79.533333,19.25,IN,Andhra Pradesh,Adilabad,mid,47.22,-25.93,34.19,-28.11,43.78,-38.29,Upper Dharmaram,bed,mudstone,mudstone,terrestrial indet.,macrofossils,body,medium,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,ISI R261/3,paratype,radius,1.0,Lamplughsaura dharmaramensis,length,300.0
706064,83967.0,Lamplughsaura dharmaramensis,species,Lamplughsaura dharmaramensis,species,Hettangian,Sinemurian,201.4,192.9,Chordata,Saurischia,Sauropodiformes,Lamplughsauridae,Lamplughsaura,79.533333,19.25,IN,Andhra Pradesh,Adilabad,mid,47.22,-25.93,34.19,-28.11,43.78,-38.29,Upper Dharmaram,bed,mudstone,mudstone,terrestrial indet.,macrofossils,body,medium,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,ISI R258/28,paratype,femur,1.0,Lamplughsaura dharmaramensis,width,42.0
500000,83977.0,n. gen. Ohmdenosaurus n. sp. liasicus,species,Ohmdenosaurus liasicus,species,Middle Toarcian,,182.9,180.4,Chordata,Saurischia,Sauropodiformes,Ohmdenosauridae,Ohmdenosaurus,9.5167,48.650002,DE,Baden-Württemberg,,mid,29.32,38.34,18.9,37.79,29.78,31.47,Posidonia Shale,bed,"""shale""","""shale""",marine indet.,macrofossils,body,good,,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,,holotype,tibia,1.0,Ohmdenosaurus liasicus,length,405.0
261810,83983.0,n. gen. Agnosphitys n. sp. cromhallensis,species,Agnosphitys cromhallensis,species,Carnian,,237.0,227.0,Chordata,Saurischia,Sauropodiformes,Guaibasauridae,Agnosphitys,-2.428333,51.623055,UK,England,Gloucestershire,mid,8.97,34.38,-1.55,37.05,,,,group of beds,not reported,not reported,fissure fill,"macrofossils,mesofossils",body,variable,frequent,terrestrial,actively mobile,,,,,phosphatic,VMNH 1750,paratype,humerus,1.0,Agnosphitys cromhallensis,width,5.0
261810,83983.0,n. gen. Agnosphitys n. sp. cromhallensis,species,Agnosphitys cromhallensis,species,Carnian,,237.0,227.0,Chordata,Saurischia,Sauropodiformes,Guaibasauridae,Agnosphitys,-2.428333,51.623055,UK,England,Gloucestershire,mid,8.97,34.38,-1.55,37.05,,,,group of beds,not reported,not reported,fissure fill,"macrofossils,mesofossils",body,variable,frequent,terrestrial,actively mobile,,,,,phosphatic,VMNH 1750,paratype,humerus,1.0,Agnosphitys cromhallensis,length,46.5
