occurrence_no,specimen_no,identified_name_x,identified_rank,accepted_name,accepted_rank,early_interval,late_interval,max_ma,min_ma,phylum,class,order,family,genus,longitude,latitude,Country,state,county,paleoage,paleolng,paleolat,paleolng2,paleolat2,paleolng3,paleolat3,formation,stratscale,lithology1,lithology2,environment,assembl_comps,pres_mode,preservation_quality,fragmentation,taxon_environment,motility,life_habit,vision,diet,reproduction,composition,specimen_id,is_type,specimen_part,n_measurements,identified_name_y,measurement_type,average
485130,18996.0,n. gen. Laelaps n. sp. aquilunguis,species,Dryptosaurus aquilunguis,species,Late Maastrichtian,,72.1,66.0,Chordata,Reptilia,Theropoda,Dryptosauridae,Dryptosaurus,-75.160278,39.732777,US,New Jersey,Gloucestershire,mid,-38.49,41.13,-51.06,40.28,-49.87,39.92,New Egypt,bed,sandstone,marl,terrestrial indet.,macrofossils,body,medium,extreme,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,ANSP 9995,holotype,humerus,1.0,Laelaps aquilunguis,circumference,136.525
260040,18997.0,Acrocanthosaurus atokensis,species,Acrocanthosaurus atokensis,species,Aptian,,121.4,113.0,Chordata,Reptilia,Theropoda,Carcharodontosauridae,Acrocanthosaurus,-94.826385,33.895557,US,Oklahoma,McCurtain,mid,-35.83,36.02,-48.09,31.29,-42.49,28.45,Antlers,bed,not reported,not reported,terrestrial indet.,macrofossils,body,excellent,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,NCSM 14345,,humerus,1.0,Acrocanthosaurus atokensis,width,55.0
260040,18997.0,Acrocanthosaurus atokensis,species,Acrocanthosaurus atokensis,species,Aptian,,121.4,113.0,Chordata,Reptilia,Theropoda,Carcharodontosauridae,Acrocanthosaurus,-94.826385,33.895557,US,Oklahoma,McCurtain,mid,-35.83,36.02,-48.09,31.29,-42.49,28.45,Antlers,bed,not reported,not reported,terrestrial indet.,macrofossils,body,excellent,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,NCSM 14345,,humerus,1.0,Acrocanthosaurus atokensis,length,370.0
260040,18998.0,Acrocanthosaurus atokensis,species,Acrocanthosaurus atokensis,species,Aptian,,121.4,113.0,Chordata,Reptilia,Theropoda,Carcharodontosauridae,Acrocanthosaurus,-94.826385,33.895557,US,Oklahoma,McCurtain,mid,-35.83,36.02,-48.09,31.29,-42.49,28.45,Antlers,bed,not reported,not reported,terrestrial indet.,macrofossils,body,excellent,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,NCSM 14345,,radius,1.0,Acrocanthosaurus atokensis,width,35.0
260040,18998.0,Acrocanthosaurus atokensis,species,Acrocanthosaurus atokensis,species,Aptian,,121.4,113.0,Chordata,Reptilia,Theropoda,Carcharodontosauridae,Acrocanthosaurus,-94.826385,33.895557,US,Oklahoma,McCurtain,mid,-35.83,36.02,-48.09,31.29,-42.49,28.45,Antlers,bed,not reported,not reported,terrestrial indet.,macrofossils,body,excellent,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,NCSM 14345,,radius,1.0,Acrocanthosaurus atokensis,length,220.0
260040,18999.0,Acrocanthosaurus atokensis,species,Acrocanthosaurus atokensis,species,Aptian,,121.4,113.0,Chordata,Reptilia,Theropoda,Carcharodontosauridae,Acrocanthosaurus,-94.826385,33.895557,US,Oklahoma,McCurtain,mid,-35.83,36.02,-48.09,31.29,-42.49,28.45,Antlers,bed,not reported,not reported,terrestrial indet.,macrofossils,body,excellent,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,NCSM 14345,,ulna,1.0,Acrocanthosaurus atokensis,width,38.0
260040,18999.0,Acrocanthosaurus atokensis,species,Acrocanthosaurus atokensis,species,Aptian,,121.4,113.0,Chordata,Reptilia,Theropoda,Carcharodontosauridae,Acrocanthosaurus,-94.826385,33.895557,US,Oklahoma,McCurtain,mid,-35.83,36.02,-48.09,31.29,-42.49,28.45,Antlers,bed,not reported,not reported,terrestrial indet.,macrofossils,body,excellent,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,NCSM 14345,,ulna,1.0,Acrocanthosaurus atokensis,length,255.0
260040,19000.0,Acrocanthosaurus atokensis,species,Acrocanthosaurus atokensis,species,Aptian,,121.4,113.0,Chordata,Reptilia,Theropoda,Carcharodontosauridae,Acrocanthosaurus,-94.826385,33.895557,US,Oklahoma,McCurtain,mid,-35.83,36.02,-48.09,31.29,-42.49,28.45,Antlers,bed,not reported,not reported,terrestrial indet.,macrofossils,body,excellent,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,NCSM 14345,,femur,1.0,Acrocanthosaurus atokensis,width,110.0
260040,19000.0,Acrocanthosaurus atokensis,species,Acrocanthosaurus atokensis,species,Aptian,,121.4,113.0,Chordata,Reptilia,Theropoda,Carcharodontosauridae,Acrocanthosaurus,-94.826385,33.895557,US,Oklahoma,McCurtain,mid,-35.83,36.02,-48.09,31.29,-42.49,28.45,Antlers,bed,not reported,not reported,terrestrial indet.,macrofossils,body,excellent,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,NCSM 14345,,femur,1.0,Acrocanthosaurus atokensis,length,1277.0
260040,19000.0,Acrocanthosaurus atokensis,species,Acrocanthosaurus atokensis,species,Aptian,,121.4,113.0,Chordata,Reptilia,Theropoda,Carcharodontosauridae,Acrocanthosaurus,-94.826385,33.895557,US,Oklahoma,McCurtain,mid,-35.83,36.02,-48.09,31.29,-42.49,28.45,Antlers,bed,not reported,not reported,terrestrial indet.,macrofossils,body,excellent,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,NCSM 14345,,femur,1.0,Acrocanthosaurus atokensis,circumference,425.0
260041,19001.0,Acrocanthosaurus atokensis,species,Acrocanthosaurus atokensis,species,Aptian,,121.4,113.0,Chordata,Reptilia,Theropoda,Carcharodontosauridae,Acrocanthosaurus,-95.806389,34.18,US,Oklahoma,Atoka,mid,-36.7,36.52,-48.94,31.75,-43.29,28.95,Antlers,bed,sandstone,claystone,terrestrial indet.,macrofossils,body,medium,frequent,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,M.U.O. 8-0-S8,,tibia,1.0,Acrocanthosaurus atokensis,length,958.0
509484,19002.0,Acrocanthosaurus atokensis,species,Acrocanthosaurus atokensis,species,Late Aptian,,119.5,113.0,Chordata,Reptilia,Theropoda,Carcharodontosauridae,Acrocanthosaurus,-97.784447,32.747501,US,Texas,Parker,mid,-40.76,36.34,-52.23,30.85,-46.58,28.38,Twin Mountains,bed,sandstone,sandstone,"""channel""","macrofossils,mesofossils",body,,frequent,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,SMU 74646,,femur,1.0,Acrocanthosaurus atokensis,length,1090.0
509484,19002.0,Acrocanthosaurus atokensis,species,Acrocanthosaurus atokensis,species,Late Aptian,,119.5,113.0,Chordata,Reptilia,Theropoda,Carcharodontosauridae,Acrocanthosaurus,-97.784447,32.747501,US,Texas,Parker,mid,-40.76,36.34,-52.23,30.85,-46.58,28.38,Twin Mountains,bed,sandstone,sandstone,"""channel""","macrofossils,mesofossils",body,,frequent,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,SMU 74646,,femur,1.0,Acrocanthosaurus atokensis,circumference,388.0
408062,19003.0,Camptosaurus n. sp. nanus,species,Camptosaurus dispar,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Ornithischia,Ornithopoda,Camptosauridae,Camptosaurus,-105.963402,41.9077,US,Wyoming,Albany,mid,-40.41,28.58,-53.24,37.85,-42.29,31.81,Morrison,bed,sandstone,claystone,crevasse splay,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,USNM 2210,holotype,scapula,1.0,Camptosaurus nanus,width,59.0
408062,19003.0,Camptosaurus n. sp. nanus,species,Camptosaurus dispar,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Ornithischia,Ornithopoda,Camptosauridae,Camptosaurus,-105.963402,41.9077,US,Wyoming,Albany,mid,-40.41,28.58,-53.24,37.85,-42.29,31.81,Morrison,bed,sandstone,claystone,crevasse splay,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,USNM 2210,holotype,scapula,1.0,Camptosaurus nanus,length,187.0
408062,19004.0,Camptosaurus n. sp. nanus,species,Camptosaurus dispar,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Ornithischia,Ornithopoda,Camptosauridae,Camptosaurus,-105.963402,41.9077,US,Wyoming,Albany,mid,-40.41,28.58,-53.24,37.85,-42.29,31.81,Morrison,bed,sandstone,claystone,crevasse splay,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,USNM 2210,holotype,coracoid,1.0,Camptosaurus nanus,length,35.0
408062,19005.0,Camptosaurus n. sp. nanus,species,Camptosaurus dispar,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Ornithischia,Ornithopoda,Camptosauridae,Camptosaurus,-105.963402,41.9077,US,Wyoming,Albany,mid,-40.41,28.58,-53.24,37.85,-42.29,31.81,Morrison,bed,sandstone,claystone,crevasse splay,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,USNM 2210,holotype,humerus,1.0,Camptosaurus nanus,length,143.0
408062,19006.0,Camptosaurus n. sp. nanus,species,Camptosaurus dispar,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Ornithischia,Ornithopoda,Camptosauridae,Camptosaurus,-105.963402,41.9077,US,Wyoming,Albany,mid,-40.41,28.58,-53.24,37.85,-42.29,31.81,Morrison,bed,sandstone,claystone,crevasse splay,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,USNM 2210,holotype,ulna,1.0,Camptosaurus nanus,length,102.0
408062,19007.0,Camptosaurus n. sp. nanus,species,Camptosaurus dispar,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Ornithischia,Ornithopoda,Camptosauridae,Camptosaurus,-105.963402,41.9077,US,Wyoming,Albany,mid,-40.41,28.58,-53.24,37.85,-42.29,31.81,Morrison,bed,sandstone,claystone,crevasse splay,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,USNM 2210,holotype,radius,1.0,Camptosaurus nanus,length,45.0
408062,19008.0,Camptosaurus n. sp. nanus,species,Camptosaurus dispar,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Ornithischia,Ornithopoda,Camptosauridae,Camptosaurus,-105.963402,41.9077,US,Wyoming,Albany,mid,-40.41,28.58,-53.24,37.85,-42.29,31.81,Morrison,bed,sandstone,claystone,crevasse splay,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,USNM 2210,holotype,ilium,1.0,Camptosaurus nanus,length,244.0
408062,19009.0,Camptosaurus n. sp. nanus,species,Camptosaurus dispar,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Ornithischia,Ornithopoda,Camptosauridae,Camptosaurus,-105.963402,41.9077,US,Wyoming,Albany,mid,-40.41,28.58,-53.24,37.85,-42.29,31.81,Morrison,bed,sandstone,claystone,crevasse splay,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,USNM 2210,holotype,femur,1.0,Camptosaurus nanus,length,258.0
408062,19010.0,Camptosaurus n. sp. nanus,species,Camptosaurus dispar,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Ornithischia,Ornithopoda,Camptosauridae,Camptosaurus,-105.963402,41.9077,US,Wyoming,Albany,mid,-40.41,28.58,-53.24,37.85,-42.29,31.81,Morrison,bed,sandstone,claystone,crevasse splay,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,USNM 2210,holotype,tibia,1.0,Camptosaurus nanus,length,235.0
408062,19011.0,Camptosaurus n. sp. nanus,species,Camptosaurus dispar,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Ornithischia,Ornithopoda,Camptosauridae,Camptosaurus,-105.963402,41.9077,US,Wyoming,Albany,mid,-40.41,28.58,-53.24,37.85,-42.29,31.81,Morrison,bed,sandstone,claystone,crevasse splay,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,USNM 2210,holotype,fibula,1.0,Camptosaurus nanus,length,207.0
408064,19012.0,Camptosaurus n. sp. browni,species,Camptosaurus dispar,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Ornithischia,Ornithopoda,Camptosauridae,Camptosaurus,-105.963402,41.9077,US,Wyoming,Albany,mid,-40.41,28.58,-53.24,37.85,-42.29,31.81,Morrison,bed,sandstone,claystone,crevasse splay,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,USNM 4282,holotype,scapula,1.0,Camptosaurus browni,length,482.0
408064,19013.0,Camptosaurus n. sp. browni,species,Camptosaurus dispar,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Ornithischia,Ornithopoda,Camptosauridae,Camptosaurus,-105.963402,41.9077,US,Wyoming,Albany,mid,-40.41,28.58,-53.24,37.85,-42.29,31.81,Morrison,bed,sandstone,claystone,crevasse splay,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,USNM 4282,holotype,coracoid,1.0,Camptosaurus browni,length,115.0
408064,19014.0,Camptosaurus n. sp. browni,species,Camptosaurus dispar,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Ornithischia,Ornithopoda,Camptosauridae,Camptosaurus,-105.963402,41.9077,US,Wyoming,Albany,mid,-40.41,28.58,-53.24,37.85,-42.29,31.81,Morrison,bed,sandstone,claystone,crevasse splay,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,USNM 4282,holotype,humerus,1.0,Camptosaurus browni,length,360.0
408064,19015.0,Camptosaurus n. sp. browni,species,Camptosaurus dispar,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Ornithischia,Ornithopoda,Camptosauridae,Camptosaurus,-105.963402,41.9077,US,Wyoming,Albany,mid,-40.41,28.58,-53.24,37.85,-42.29,31.81,Morrison,bed,sandstone,claystone,crevasse splay,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,USNM 4282,holotype,ulna,1.0,Camptosaurus browni,length,262.0
408064,19016.0,Camptosaurus n. sp. browni,species,Camptosaurus dispar,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Ornithischia,Ornithopoda,Camptosauridae,Camptosaurus,-105.963402,41.9077,US,Wyoming,Albany,mid,-40.41,28.58,-53.24,37.85,-42.29,31.81,Morrison,bed,sandstone,claystone,crevasse splay,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,USNM 4282,holotype,radius,1.0,Camptosaurus browni,length,232.0
408064,19017.0,Camptosaurus n. sp. browni,species,Camptosaurus dispar,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Ornithischia,Ornithopoda,Camptosauridae,Camptosaurus,-105.963402,41.9077,US,Wyoming,Albany,mid,-40.41,28.58,-53.24,37.85,-42.29,31.81,Morrison,bed,sandstone,claystone,crevasse splay,"macrofossils,mesofossils",body,good,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,USNM 4282,holotype,ischium,1.0,Camptosaurus browni,length,545.0
517552,19022.0,Albertosaurus sarcophagus,species,Albertosaurus sarcophagus,species,Campanian,,83.6,72.1,Chordata,Reptilia,Theropoda,Tyrannosauridae,Albertosaurus,-111.616669,50.688,CA,Alberta,,mid,-65.73,60.66,-75.22,58.58,-79.04,55.59,Oldman,bed,not reported,not reported,terrestrial indet.,macrofossils,body,,none,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,USNM 12814/AMNH 5428,,femur,1.0,Albertosaurus sarcophagus,length,860.0
491741,19023.0,Ceratosaurus n. sp. magnicornis,species,Ceratosaurus nasicornis,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Reptilia,Theropoda,Ceratosauridae,Ceratosaurus,-108.769012,39.146667,US,Colorado,Mesa,mid,-43.65,26.59,-61.15,35.63,-45.91,30.22,Morrison,bed,sandstone,sandstone,crevasse splay,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MWC 1,holotype,humerus,1.0,Ceratosaurus magnicornis,width,29.0
491741,19023.0,Ceratosaurus n. sp. magnicornis,species,Ceratosaurus nasicornis,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Reptilia,Theropoda,Ceratosauridae,Ceratosaurus,-108.769012,39.146667,US,Colorado,Mesa,mid,-43.65,26.59,-61.15,35.63,-45.91,30.22,Morrison,bed,sandstone,sandstone,crevasse splay,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MWC 1,holotype,humerus,1.0,Ceratosaurus magnicornis,length,292.0
491741,19024.0,Ceratosaurus n. sp. magnicornis,species,Ceratosaurus nasicornis,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Reptilia,Theropoda,Ceratosauridae,Ceratosaurus,-108.769012,39.146667,US,Colorado,Mesa,mid,-43.65,26.59,-61.15,35.63,-45.91,30.22,Morrison,bed,sandstone,sandstone,crevasse splay,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MWC 1,holotype,femur,1.0,Ceratosaurus magnicornis,width,60.0
491741,19024.0,Ceratosaurus n. sp. magnicornis,species,Ceratosaurus nasicornis,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Reptilia,Theropoda,Ceratosauridae,Ceratosaurus,-108.769012,39.146667,US,Colorado,Mesa,mid,-43.65,26.59,-61.15,35.63,-45.91,30.22,Morrison,bed,sandstone,sandstone,crevasse splay,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MWC 1,holotype,femur,1.0,Ceratosaurus magnicornis,length,630.0
491741,19025.0,Ceratosaurus n. sp. magnicornis,species,Ceratosaurus nasicornis,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Reptilia,Theropoda,Ceratosauridae,Ceratosaurus,-108.769012,39.146667,US,Colorado,Mesa,mid,-43.65,26.59,-61.15,35.63,-45.91,30.22,Morrison,bed,sandstone,sandstone,crevasse splay,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MWC 1,holotype,tibia,1.0,Ceratosaurus magnicornis,width,48.0
491741,19025.0,Ceratosaurus n. sp. magnicornis,species,Ceratosaurus nasicornis,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Reptilia,Theropoda,Ceratosauridae,Ceratosaurus,-108.769012,39.146667,US,Colorado,Mesa,mid,-43.65,26.59,-61.15,35.63,-45.91,30.22,Morrison,bed,sandstone,sandstone,crevasse splay,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,MWC 1,holotype,tibia,1.0,Ceratosaurus magnicornis,length,520.0
487805,19030.0,n. gen. Ornitholestes n. sp. hermanni,species,Ornitholestes hermanni,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Reptilia,Theropoda,Compsognathidae,Ornitholestes,-106.048615,42.017776,US,Wyoming,Albany,mid,-40.44,28.7,-53.29,37.97,-42.3,31.93,Morrison,bed,sandstone,sandstone,coarse channel fill,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,AMNH 619,holotype,femur,1.0,Ornitholestes hermanni,length,207.0
487805,19031.0,n. gen. Ornitholestes n. sp. hermanni,species,Ornitholestes hermanni,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Reptilia,Theropoda,Compsognathidae,Ornitholestes,-106.048615,42.017776,US,Wyoming,Albany,mid,-40.44,28.7,-53.29,37.97,-42.3,31.93,Morrison,bed,sandstone,sandstone,coarse channel fill,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,AMNH 619,holotype,tibia,1.0,Ornitholestes hermanni,length,159.0
487805,19032.0,n. gen. Ornitholestes n. sp. hermanni,species,Ornitholestes hermanni,species,Kimmeridgian,Tithonian,154.8,145.0,Chordata,Reptilia,Theropoda,Compsognathidae,Ornitholestes,-106.048615,42.017776,US,Wyoming,Albany,mid,-40.44,28.7,-53.29,37.97,-42.3,31.93,Morrison,bed,sandstone,sandstone,coarse channel fill,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, solitary",,carnivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,AMNH 619,holotype,humerus,1.0,Ornitholestes hermanni,length,127.0
517543,19033.0,Ornithomimus n. sp. altus,species,Struthiomimus altus,species,Middle Campanian,Late Campanian,83.6,72.1,Chordata,Reptilia,Theropoda,Ornithomimidae,Struthiomimus,-111.800003,50.900002,CA,Alberta,,mid,-65.9,61.15,-76.03,59.26,-79.58,55.97,Oldman,bed,not reported,not reported,terrestrial indet.,"macrofossils,mesofossils",body,good,frequent,terrestrial,actively mobile,"ground dwelling, gregarious",,"herbivore, omnivore","oviparous, dispersal=direct/internal,mobile",hydroxyapatite,930f Ottawa Museum,holotype,femur,1.0,Ornithomimus altus,width,45.0
517543,19033.0,Ornithomimus n. sp. altus,species,Struthiomimus altus,species,Middle Campanian,Late Campanian,83.6,72.1,Chordata,Reptilia,Theropoda,Ornithomimidae,Struthiomimus,-111.800003,50.900002,CA,Alberta,,mid,-65.9,61.15,-76.03,59.26,-79.58,55.97,Oldman,bed,not reported,not reported,terrestrial indet.,"macrofossils,mesofossils",body,good,frequent,terrestrial,actively mobile,"ground dwelling, gregarious",,"herbivore, omnivore","oviparous, dispersal=direct/internal,mobile",hydroxyapatite,930f Ottawa Museum,holotype,femur,1.0,Ornithomimus altus,length,430.0
517543,19034.0,Ornithomimus n. sp. altus,species,Struthiomimus altus,species,Middle Campanian,Late Campanian,83.6,72.1,Chordata,Reptilia,Theropoda,Ornithomimidae,Struthiomimus,-111.800003,50.900002,CA,Alberta,,mid,-65.9,61.15,-76.03,59.26,-79.58,55.97,Oldman,bed,not reported,not reported,terrestrial indet.,"macrofossils,mesofossils",body,good,frequent,terrestrial,actively mobile,"ground dwelling, gregarious",,"herbivore, omnivore","oviparous, dispersal=direct/internal,mobile",hydroxyapatite,930f Ottawa Museum,holotype,tibia,1.0,Ornithomimus altus,length,560.0
517542,19035.0,Struthiomimus altus,species,Struthiomimus altus,species,Campanian,,83.6,72.1,Chordata,Reptilia,Theropoda,Ornithomimidae,Struthiomimus,-111.620003,50.599998,CA,Alberta,,mid,-65.8,60.58,-75.28,58.5,-79.08,55.51,Oldman,bed,not reported,not reported,terrestrial indet.,macrofossils,body,excellent,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,"herbivore, omnivore","oviparous, dispersal=direct/internal,mobile",hydroxyapatite,Amer. Mus. No. 5339,,scapula,1.0,Struthiomimus altus,length,335.0
517542,19036.0,Struthiomimus altus,species,Struthiomimus altus,species,Campanian,,83.6,72.1,Chordata,Reptilia,Theropoda,Ornithomimidae,Struthiomimus,-111.620003,50.599998,CA,Alberta,,mid,-65.8,60.58,-75.28,58.5,-79.08,55.51,Oldman,bed,not reported,not reported,terrestrial indet.,macrofossils,body,excellent,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,"herbivore, omnivore","oviparous, dispersal=direct/internal,mobile",hydroxyapatite,Amer. Mus. No. 5339,,humerus,1.0,Struthiomimus altus,length,310.0
517542,19037.0,Struthiomimus altus,species,Struthiomimus altus,species,Campanian,,83.6,72.1,Chordata,Reptilia,Theropoda,Ornithomimidae,Struthiomimus,-111.620003,50.599998,CA,Alberta,,mid,-65.8,60.58,-75.28,58.5,-79.08,55.51,Oldman,bed,not reported,not reported,terrestrial indet.,macrofossils,body,excellent,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,"herbivore, omnivore","oviparous, dispersal=direct/internal,mobile",hydroxyapatite,Amer. Mus. No. 5339,,ulna,1.0,Struthiomimus altus,length,230.0
517542,19038.0,Struthiomimus altus,species,Struthiomimus altus,species,Campanian,,83.6,72.1,Chordata,Reptilia,Theropoda,Ornithomimidae,Struthiomimus,-111.620003,50.599998,CA,Alberta,,mid,-65.8,60.58,-75.28,58.5,-79.08,55.51,Oldman,bed,not reported,not reported,terrestrial indet.,macrofossils,body,excellent,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,"herbivore, omnivore","oviparous, dispersal=direct/internal,mobile",hydroxyapatite,Amer. Mus. No. 5339,,tibia,1.0,Struthiomimus altus,length,540.0
475161,19039.0,Brachiosaurus n. sp. brancai,species,Giraffatitan brancai,species,Late Kimmeridgian,Tithonian,152.2,145.0,Chordata,Saurischia,Sauropod,Brachiosauridae,Giraffatitan,39.223774,-9.711796,TZ,Lindi,,mid,31.58,-38.7,16.91,-29.75,22.9,-41.42,Tendaguru,bed,marl,marl,estuary/bay,macrofossils,body,good,occasional,terrestrial,actively mobile,"ground dwelling, gregarious",,herbivore,"oviparous, dispersal=direct/internal,mobile",hydroxyapatite,HMN SII,holotype,ilium,1.0,Brachiosaurus brancai,length,1360.0
